1, 64, 128
109, 0, 0
109, 0, 32
109, 0, 64
109, 0, 96
109, 0, 128
109, 0, 160
109, 0, 192
109, 0, 224
109, 0, 256
109, 0, 288
109, 0, 320
109, 0, 352
109, 0, 384
109, 0, 416
109, 0, 448
109, 0, 480
109, 0, 512
109, 0, 544
109, 0, 576
109, 0, 608
109, 0, 640
109, 0, 672
109, 0, 704
109, 0, 736
1109, 0, 768
109, 32, 0
1009, 32, 160
402, 32, 416
402, 32, 480
402, 32, 512
1009, 32, 544
1109, 32, 768
109, 64, 0
1009, 64, 160
701, 64, 288
402, 64, 416
1009, 64, 448
402, 64, 480
402, 64, 512
1009, 64, 544
1109, 64, 768
109, 96, 0
1009, 96, 160
701, 96, 288
402, 96, 416
1009, 96, 448
402, 96, 480
402, 96, 512
1009, 96, 544
1009, 96, 704
1109, 96, 768
109, 128, 0
402, 128, 64
402, 128, 96
1009, 128, 160
402, 128, 288
402, 128, 320
1009, 128, 384
402, 128, 416
1009, 128, 448
402, 128, 480
402, 128, 512
1009, 128, 640
1009, 128, 704
1109, 128, 768
109, 160, 0
402, 160, 64
402, 160, 96
1009, 160, 160
402, 160, 288
402, 160, 320
1009, 160, 384
1009, 160, 640
1009, 160, 704
1109, 160, 768
109, 192, 0
402, 192, 64
402, 192, 96
1009, 192, 160
402, 192, 288
402, 192, 320
1009, 192, 384
1009, 192, 576
1009, 192, 640
1009, 192, 704
1109, 192, 768
109, 224, 0
402, 224, 64
402, 224, 96
3003, 224, 128
1009, 224, 160
402, 224, 288
402, 224, 320
1009, 224, 384
1009, 224, 576
1009, 224, 704
1109, 224, 768
109, 256, 0
402, 256, 64
402, 256, 96
1009, 256, 160
1009, 256, 384
402, 256, 448
402, 256, 480
1009, 256, 512
1009, 256, 576
1009, 256, 672
1009, 256, 704
1109, 256, 768
109, 288, 0
402, 288, 64
402, 288, 96
1009, 288, 160
1009, 288, 352
1009, 288, 384
402, 288, 448
402, 288, 480
1009, 288, 512
1009, 288, 672
1009, 288, 704
1109, 288, 768
109, 320, 0
1009, 320, 160
1009, 320, 352
402, 320, 448
402, 320, 480
1009, 320, 512
1009, 320, 672
1009, 320, 704
1109, 320, 768
109, 352, 0
1009, 352, 160
1009, 352, 352
402, 352, 448
402, 352, 480
1009, 352, 512
3002, 352, 672
1009, 352, 704
1109, 352, 768
109, 384, 0
1009, 384, 160
1009, 384, 352
1009, 384, 512
1009, 384, 704
1109, 384, 768
109, 416, 0
1009, 416, 160
1009, 416, 352
1009, 416, 512
1009, 416, 704
1109, 416, 768
109, 448, 0
1009, 448, 160
402, 448, 192
402, 448, 224
1009, 448, 288
1009, 448, 352
3001, 448, 576
1009, 448, 608
1009, 448, 704
1109, 448, 768
109, 480, 0
1009, 480, 160
402, 480, 192
402, 480, 224
1009, 480, 288
1009, 480, 608
701, 480, 672
1009, 480, 704
1109, 480, 768
109, 512, 0
1009, 512, 160
402, 512, 192
402, 512, 224
1009, 512, 288
402, 512, 480
402, 512, 512
402, 512, 544
1009, 512, 608
701, 512, 672
1009, 512, 704
1109, 512, 768
109, 544, 0
1009, 544, 160
402, 544, 192
402, 544, 224
1009, 544, 288
402, 544, 480
402, 544, 512
402, 544, 544
1009, 544, 608
1009, 544, 704
1109, 544, 768
109, 576, 0
1009, 576, 160
1009, 576, 288
402, 576, 480
402, 576, 512
402, 576, 544
3002, 576, 576
1009, 576, 608
1009, 576, 704
1109, 576, 768
109, 608, 0
1009, 608, 160
1009, 608, 288
402, 608, 480
402, 608, 512
402, 608, 544
1009, 608, 608
3001, 608, 672
1009, 608, 704
1109, 608, 768
109, 640, 0
1009, 640, 160
1009, 640, 224
402, 640, 480
402, 640, 512
402, 640, 544
1009, 640, 608
1009, 640, 704
1109, 640, 768
109, 672, 0
402, 672, 160
402, 672, 192
1009, 672, 224
402, 672, 480
402, 672, 512
402, 672, 544
1009, 672, 608
701, 672, 672
1009, 672, 704
1109, 672, 768
109, 704, 0
402, 704, 160
402, 704, 192
1009, 704, 224
402, 704, 480
402, 704, 512
402, 704, 544
3002, 704, 576
1009, 704, 608
701, 704, 672
1009, 704, 704
1109, 704, 768
109, 736, 0
402, 736, 160
402, 736, 192
1009, 736, 224
402, 736, 480
402, 736, 512
402, 736, 544
1009, 736, 608
1109, 736, 768
109, 768, 0
402, 768, 160
402, 768, 192
1009, 768, 224
402, 768, 480
402, 768, 512
402, 768, 544
1009, 768, 608
1109, 768, 768
109, 800, 0
1009, 800, 224
402, 800, 480
402, 800, 512
402, 800, 544
1009, 800, 608
1109, 800, 768
109, 832, 0
1009, 832, 160
701, 832, 480
1009, 832, 608
1109, 832, 768
109, 864, 0
701, 864, 64
701, 864, 96
1009, 864, 160
701, 864, 480
1009, 864, 608
1109, 864, 768
109, 896, 0
1009, 896, 160
701, 896, 480
1009, 896, 608
1109, 896, 768
109, 928, 0
1009, 928, 96
402, 928, 352
1009, 928, 384
1009, 928, 608
1109, 928, 768
109, 960, 0
701, 960, 32
1009, 960, 96
402, 960, 352
1009, 960, 384
1009, 960, 544
1009, 960, 608
1009, 960, 672
1109, 960, 768
109, 992, 0
1009, 992, 96
1009, 992, 320
402, 992, 352
1009, 992, 384
402, 992, 480
402, 992, 512
1009, 992, 544
1009, 992, 608
1009, 992, 672
1109, 992, 768
109, 1024, 0
1009, 1024, 320
402, 1024, 352
1009, 1024, 448
402, 1024, 480
402, 1024, 512
1009, 1024, 544
1009, 1024, 672
1109, 1024, 768
109, 1056, 0
1009, 1056, 288
1009, 1056, 320
1009, 1056, 448
