1, 96, 672
109, 0, 0
109, 0, 32
109, 0, 64
109, 0, 96
109, 0, 128
109, 0, 160
109, 0, 192
109, 0, 224
109, 0, 256
109, 0, 288
109, 0, 320
109, 0, 352
109, 0, 384
109, 0, 416
109, 0, 448
109, 0, 480
109, 0, 512
109, 0, 544
109, 0, 576
109, 0, 608
109, 0, 640
109, 0, 672
109, 0, 704
109, 0, 736
1109, 0, 768
109, 32, 0
701, 32, 288
701, 32, 320
1009, 32, 352
1009, 32, 512
1009, 32, 640
1109, 32, 768
109, 64, 0
701, 64, 128
1009, 64, 160
701, 64, 288
1009, 64, 320
1009, 64, 384
1009, 64, 512
1009, 64, 608
1009, 64, 640
1009, 64, 704
1109, 64, 768
109, 96, 0
701, 96, 256
701, 96, 384
1009, 96, 416
701, 96, 480
1009, 96, 512
1009, 96, 608
1009, 96, 640
1009, 96, 704
1109, 96, 768
109, 128, 0
1009, 128, 224
701, 128, 256
1009, 128, 288
1009, 128, 352
701, 128, 416
1009, 128, 448
701, 128, 512
1009, 128, 544
1009, 128, 608
1009, 128, 704
1109, 128, 768
109, 160, 0
701, 160, 96
1009, 160, 128
1009, 160, 320
701, 160, 416
1009, 160, 448
1009, 160, 544
1009, 160, 672
1009, 160, 704
1109, 160, 768
109, 192, 0
701, 192, 160
1009, 192, 192
1009, 192, 224
1009, 192, 384
701, 192, 416
1009, 192, 448
1009, 192, 480
1009, 192, 544
1009, 192, 576
402, 192, 608
402, 192, 640
1009, 192, 672
1109, 192, 768
109, 224, 0
701, 224, 224
701, 224, 256
1009, 224, 288
1009, 224, 480
1009, 224, 576
402, 224, 608
402, 224, 640
1009, 224, 672
1109, 224, 768
109, 256, 0
1009, 256, 192
701, 256, 288
701, 256, 320
1009, 256, 352
1009, 256, 480
1009, 256, 576
402, 256, 608
402, 256, 640
1009, 256, 672
1109, 256, 768
109, 288, 0
1109, 288, 768
109, 320, 0
701, 320, 384
701, 320, 416
2002, 320, 512
402, 320, 544
402, 320, 576
402, 320, 608
402, 320, 640
1109, 320, 768
109, 352, 0
701, 352, 384
701, 352, 416
2002, 352, 512
402, 352, 544
402, 352, 576
402, 352, 608
402, 352, 640
1109, 352, 768
109, 384, 0
701, 384, 416
2002, 384, 512
402, 384, 544
402, 384, 576
402, 384, 608
402, 384, 640
1109, 384, 768
