1, 128, 192
109, 0, 0
109, 0, 32
109, 0, 64
109, 0, 96
109, 0, 128
109, 0, 160
109, 0, 192
109, 0, 224
109, 0, 256
109, 0, 288
109, 0, 320
109, 0, 352
109, 0, 384
109, 0, 416
109, 0, 448
109, 0, 480
109, 0, 512
109, 0, 544
109, 0, 576
109, 0, 608
109, 0, 640
109, 0, 672
109, 0, 704
109, 0, 736
1109, 0, 768
109, 32, 0
1009, 32, 288
1109, 32, 768
109, 64, 0
1009, 64, 288
1109, 64, 768
109, 96, 0
109, 96, 224
402, 96, 384
402, 96, 416
1009, 96, 480
402, 96, 544
402, 96, 576
1009, 96, 608
1109, 96, 768
109, 128, 0
109, 128, 224
402, 128, 384
402, 128, 416
3002, 128, 448
1009, 128, 480
402, 128, 544
402, 128, 576
1009, 128, 608
1109, 128, 768
109, 160, 0
109, 160, 224
402, 160, 384
402, 160, 416
1009, 160, 480
402, 160, 544
402, 160, 576
1009, 160, 608
1109, 160, 768
109, 192, 0
402, 192, 384
402, 192, 416
3202, 192, 448
1009, 192, 480
402, 192, 544
402, 192, 576
1009, 192, 608
1109, 192, 768
109, 224, 0
1009, 224, 192
1009, 224, 288
402, 224, 384
402, 224, 416
3002, 224, 448
1009, 224, 480
402, 224, 544
402, 224, 576
1009, 224, 608
1109, 224, 768
109, 256, 0
1009, 256, 192
1009, 256, 288
402, 256, 384
402, 256, 416
1009, 256, 480
402, 256, 544
402, 256, 576
1009, 256, 608
1109, 256, 768
109, 288, 0
1009, 288, 192
1009, 288, 288
402, 288, 384
402, 288, 416
1009, 288, 480
402, 288, 544
402, 288, 576
1009, 288, 608
1109, 288, 768
109, 320, 0
402, 320, 384
402, 320, 416
1009, 320, 480
402, 320, 544
402, 320, 576
1009, 320, 608
1109, 320, 768
109, 352, 0
2102, 352, 256
402, 352, 384
402, 352, 416
1009, 352, 480
402, 352, 544
402, 352, 576
1009, 352, 608
1109, 352, 768
109, 384, 0
402, 384, 160
402, 384, 192
2102, 384, 256
402, 384, 384
402, 384, 416
1009, 384, 480
402, 384, 544
402, 384, 576
1009, 384, 608
1109, 384, 768
109, 416, 0
402, 416, 160
402, 416, 192
2102, 416, 256
1009, 416, 480
1109, 416, 768
109, 448, 0
402, 448, 160
402, 448, 192
2102, 448, 256
402, 448, 384
402, 448, 416
3002, 448, 448
1009, 448, 480
1109, 448, 768
109, 480, 0
402, 480, 160
402, 480, 192
402, 480, 384
402, 480, 416
1009, 480, 480
1109, 480, 768
109, 512, 0
2103, 512, 96
402, 512, 160
402, 512, 192
402, 512, 384
402, 512, 416
3202, 512, 448
1009, 512, 480
1109, 512, 768
109, 544, 0
1009, 544, 128
402, 544, 160
402, 544, 192
402, 544, 384
402, 544, 416
1009, 544, 480
1109, 544, 768
109, 576, 0
1009, 576, 128
402, 576, 384
402, 576, 416
1009, 576, 480
402, 576, 512
1009, 576, 576
402, 576, 640
402, 576, 672
109, 576, 704
1109, 576, 768
109, 608, 0
3001, 608, 192
1009, 608, 224
402, 608, 384
402, 608, 416
3002, 608, 448
1009, 608, 480
402, 608, 512
3002, 608, 544
1009, 608, 576
402, 608, 640
402, 608, 672
109, 608, 704
1109, 608, 768
109, 640, 0
402, 640, 160
402, 640, 192
1009, 640, 224
402, 640, 384
402, 640, 416
1009, 640, 480
402, 640, 512
3202, 640, 544
1009, 640, 576
402, 640, 640
402, 640, 672
109, 640, 704
1109, 640, 768
109, 672, 0
402, 672, 160
402, 672, 192
1009, 672, 224
402, 672, 384
402, 672, 416
1009, 672, 480
402, 672, 512
1009, 672, 576
402, 672, 640
402, 672, 672
109, 672, 704
1109, 672, 768
109, 704, 0
402, 704, 160
402, 704, 192
1009, 704, 224
402, 704, 384
402, 704, 416
1009, 704, 480
402, 704, 512
1009, 704, 576
701, 704, 608
402, 704, 640
402, 704, 672
109, 704, 704
1109, 704, 768
109, 736, 0
701, 736, 128
701, 736, 160
1009, 736, 224
402, 736, 384
402, 736, 416
1009, 736, 480
402, 736, 512
1009, 736, 576
701, 736, 608
402, 736, 640
402, 736, 672
109, 736, 704
1109, 736, 768
109, 768, 0
402, 768, 160
402, 768, 192
1009, 768, 224
701, 768, 416
1009, 768, 480
402, 768, 512
3002, 768, 544
1009, 768, 576
701, 768, 608
402, 768, 640
402, 768, 672
109, 768, 704
1109, 768, 768
109, 800, 0
402, 800, 160
402, 800, 192
701, 800, 416
1009, 800, 480
402, 800, 512
1009, 800, 576
701, 800, 608
402, 800, 640
402, 800, 672
109, 800, 704
1109, 800, 768
109, 832, 0
402, 832, 160
402, 832, 192
402, 832, 512
1009, 832, 576
701, 832, 608
402, 832, 640
402, 832, 672
109, 832, 704
1109, 832, 768
109, 864, 0
402, 864, 512
1009, 864, 576
701, 864, 608
402, 864, 640
402, 864, 672
109, 864, 704
1109, 864, 768
109, 896, 0
109, 896, 32
109, 896, 64
109, 896, 96
109, 896, 128
109, 896, 160
109, 896, 192
109, 896, 224
109, 896, 256
109, 896, 288
109, 896, 320
1009, 896, 416
1009, 896, 672
1109, 896, 768
109, 928, 0
402, 928, 192
402, 928, 416
1009, 928, 672
1109, 928, 768
109, 960, 0
402, 960, 96
402, 960, 192
1009, 960, 224
402, 960, 288
402, 960, 416
1009, 960, 448
402, 960, 480
402, 960, 576
1009, 960, 672
1109, 960, 768
109, 992, 0
402, 992, 96
1009, 992, 160
402, 992, 192
402, 992, 288
1009, 992, 384
402, 992, 416
402, 992, 480
402, 992, 576
1009, 992, 640
1109, 992, 768
109, 1024, 0
402, 1024, 96
402, 1024, 192
1009, 1024, 256
402, 1024, 288
402, 1024, 416
402, 1024, 480
1009, 1024, 512
402, 1024, 576
402, 1024, 608
1009, 1024, 640
